Palavra,Frequencia
gostosa,3
gostosas,1
gostoso,2
gostou,11
gourmet,1
gov,2
governa,4
governada,11
governador,92
governadora,5
governam,2
governando,2
governantes,2
governar,36
governaremos,1
governei,1
governista,2
governo,240
governos,8
graca,20
gracas,18
gradativamente,1
graduacao,2
gradual,2
graffiti,1
grafica,8
grafico,6
grafite,3
grageru,11
gramadao,1
gramado,1
gramadoes,1
gramame,3
grana,1
grandalhoes,1
grandao,1
grande,324
grandemente,1
grandes,52
grandioso,1
granja,11
grata,2
gratidao,98
gratificacao,1
gratificante,13
grato,36
gratos,5
gratuidade,3
gratuita,7
gratuitamente,1
gratuitas,1
gratuito,54
gratuitos,5
grau,10
graus,1
gravacao,5
gravacoes,2
gravada,1
gravado,2
gravando,2
gravar,2
grave,9
gravei,1
graves,1
gravidade,2
gravissimo,3
gravou,1
greves,1
grita,2
gritante,1
gritar,4
gritaria,2
grito,7
gritou,2
groove,2
grossa,1
grosso,3
grota,10
grotao,2
grotas,1
grupamento,1
grupo,36
grupos,14
guabiraba,4
guajeru,5
guanabara,4
guarana,1
guarapes,2
guararapes,1
guarda,51
guardados,1
guardamos,1
guardar,5
guardas,8
guarde,2
guardia,1
guardioes,2
guardo,1
guarita,1
guerra,13
guerreira,4
guerreiras,1
guerreiros,1
guia,22
guiada,2
guiado,2
guiados,3
guiando,2
guiandonos,1
guias,2
guie,3
guiem,1
guilherme,5
guimaraes,2
guiou,1
guitarra,1
gular,1
gurupi,3
gusmao,8
h,361
ha,143
habilidades,4
habitacao,14
habitacionais,9
habitacional,12
habitacoes,3
habitantes,1
habitar,3
habitos,1
haha,1
haiti,2
halice,1
hall,1
halo,1
hamilton,1
hardware,1
harmoniosa,1
haroldo,1
hashtag,1
hassan,1
hattem,1
havendo,1
haver,2
havera,9
haviam,2
haviamos,1
hc,3
hd,1
hebely,1
hectares,1
hegemonia,2
hein,18
heitor,2
helder,1
helena,2
helio,1
hemodialise,3
henrique,9
heranca,3
herancas,1
herbert,1
herculano,2
herdei,1
hermes,2
heroinas,2
herois,3
hgv,2
hidratacao,1
hidratar,1
hidrataram,1
hidratem,1
hidrato,2
hidraulicas,2
hidroginastica,1
higiene,1
higino,1
hilda,1
hilton,1
hip,3
hipocrita,1
historia,462
historiadora,1
historias,32
historica,20
historicamente,2
historico,66
historicos,12
hit,15
hitmaker,1
hj,1
hmin,3
hoje,935
hojeeee,1
hojeeeeeeeeeeeeeeee,1
holofotes,1
home,5
homem,42
homenageada,1
homenagealo,2
homenageamos,1
homenageando,3
homenagear,4
homenageia,3
homenagem,25
homenagens,1
homenageou,1
homens,13
homeoffice,3
homi,2
homicidios,1
honesta,8
honestamente,3
honestas,2
honestidade,19
honesto,11
honra,59
honrada,2
honrando,5
honrar,15
honrei,1
hooooje,1
hop,3
hora,376
horaaa,1
horario,25
horarios,9
horas,59
horizonte,27
horizontes,2
hortas,1
horticultores,1
hospitais,22
hospital,102
hospitalar,1
hospitalares,1
hoteis,1
hotel,2
hrs,7
hs,1
hu,6
hualtiplano,1
hugo,1
humana,61
humanas,3
humanidade,5
humanismo,1
humanitarios,1
humanizacao,1
humanizada,8
humanizado,10
humanizados,1
humano,28
humanos,7
humberto,5
humildade,6
humilde,1
humildemente,1
humilhacao,11
humilhante,2
humm,1
humor,3
humoristas,1
hunaldo,3
hut,14
i,15
ia,8
iapi,1
iara,1
iate,4
ibejis,1
ibge,2
ibura,18
icl,1
icms,6
icone,6
icones,2
iconicos,1
ida,4
idade,17
idades,10
ideais,3
ideal,3
idealiza,1
idealizada,2
idealizador,2
idealizamos,2
ideb,22
ideia,13
ideiais,1
ideias,83
ideiasestarei,1
identidade,6
identidades,1
identifica,1
identificacao,4
identificada,1
identificador,3
identificadores,1
identificados,1
identificar,1
identificaram,2
identificou,2
ideologias,1
ideologicas,2
idiomas,1
idoneidade,1
idosa,7
idosas,4
idoso,6
idosos,28
idososas,1
idps,5
iel,1
iemanja,1
ifood,1
igapo,5
ignora,3
ignorada,2
ignorado,1
ignorados,1
ignorancia,1
ignorar,3
igor,1
igreja,22
igrejas,1
iguais,6
igual,20
igualdade,72
igualitaria,50
igualitario,5
igualmente,1
ii,19
iii,5
ilda,1
ilegais,2
ilegal,4
ilegalidade,1
ilha,7
ilhas,7
ilicitos,1
ilumina,1
iluminacao,53
iluminada,3
iluminado,1
iluminamos,2
iluminando,2
iluminar,2
ilumine,6
ilusoes,2
ilustracoes,2
ilustre,1
imaculada,1
imagem,54
imagens,131
imagina,8
imaginam,1
imaginar,2
imaginaram,2
imagine,10
imaginei,1
imaginou,4
imbativeis,1
imbativel,3
imbiribeira,10
imbui,2
imediata,3
imediatamente,2
imediatas,2
imediato,3
imediatos,1
imei,1
imensa,6
imensamente,11
imensas,1
imenso,9
imensuravel,1
imobiliaria,1
imobiliarias,1
imobiliario,1
imobiliarios,1
imobilidade,1
imoral,1
imortal,2
imortalizadas,1
imoveis,7
impacta,5
impactadas,1
impactam,2
impactando,1
impacto,12
impactos,2
impactou,1
impagavel,1
impeachment,4
impede,4
impedida,1
impedindo,1
impedir,4
impediu,2
imperatriz,2
imperdivel,1
implantacao,5
implantada,2
implantado,1
implantados,1
implantamos,4
implantar,26
implantava,1
implantei,1
implementacao,6
implementada,2
implementados,3
implementamos,1
implementar,38
implementaremos,2
implementou,1
impoe,1
impondo,1
imponente,1
importa,32
importam,4
importancia,103
importante,179
importantes,65
importantissima,1
importantissimo,1
impositiva,1
impositivas,6
impossivel,14
imposta,1
imposto,4
impostos,5
imprensa,31
impressionante,5
impressionar,1
improbidade,1
improvisadas,1
improvisado,1
improvisados,1
improviso,2
impulsiona,8
impulsionada,1
impulsionam,3
impulsionamento,1
impulsionamentos,1
impulsionamos,1
impulsionando,9
impulsionar,12
impulsionarem,1
impulso,1
impune,1
impunes,1
impunidade,1
imunda,1
in,1
inabalavel,2
inacabada,1
inacabadas,2
inaceitaveis,1
inaceitavel,2
inacio,4
inadequado,1
inadmissivel,3
inalcancaveis,1
inauguracao,37
inauguracoes,2
inaugurada,1
inaugurado,6
inauguramos,3
inaugurando,1
inaugurar,4
inaugurarmos,1
inaugurava,1
inaugurei,1
inaugurou,3
incansaveis,7
incansavel,6
incansavelmente,11
incapacidade,1
incapazes,1
incentiva,9
incentivado,1
incentivam,4
incentivando,6
incentivar,13
incentivaremos,1
incentivem,1
incentivo,46
incentivos,5
incertas,3
incitar,1
incluem,4
inclui,10
incluimos,1
incluindo,14
incluir,2
incluira,1
incluiu,3
inclusa,1
inclusao,128
inclusiva,107
inclusivas,8
inclusive,38
inclusivo,19
inclusivos,1
incomoda,4
incomodado,1
incomodando,1
incomodo,1
incompativel,1
incompetencia,4
incondicional,1
inconfundivel,2
inconsistencias,1
incorporados,1
incorporar,1
incriveis,8
incrivel,91
inda,1
indara,3
indeciso,3
indecisos,5
indenizacao,1
indenizadas,1
independencia,33
independente,18
independentemente,6
independentes,2
indescritivel,2
indevida,1
indevido,1
indiana,1
indicacao,3
indicacoes,1
indicada,1
indicado,1
indicador,1
indicadores,1
indicam,5
indicando,1
indicar,3
indice,20
indices,13
indigenas,1
indignacao,6
indignados,1
indignar,2
indispensavel,2
individuais,1
individual,1
individuo,1
indo,13
indole,2
indoles,1
industria,11
industrial,18
industrias,4
induzir,1
inedita,2
inedito,4
ineficiente,2
inegociaveis,2
inegociavel,1
inep,2
ines,1
inesqueciveis,1
inesquecivel,13
inexistente,1
inexperiencia,1
inexperiente,1
inexplicavel,1
infancia,29
infantil,30
infantis,3
infelicidade,1
infelizmente,28
infinita,1
infinitos,1
inflamatoria,1
influencer,1
influencia,3
influenciando,1
influenciar,2
informa,2
informacao,12
informacoes,32
informada,1
informados,2
informais,2
informando,5
informar,4
informativa,1
informo,1
informou,1
infracao,1
infraestrutura,71
infundada,1
ingazeira,5
inglaterra,2
ingles,5
ingressar,2
ingressem,2
ingrid,1
inha,1
inhame,1
inhauma,1
inibir,1
inicia,6
iniciada,1
iniciadas,1
iniciado,1
iniciais,2
inicial,15
inicialmente,2
iniciamos,15
iniciando,10
iniciar,11
iniciarmos,1
iniciativa,21
iniciativas,17
iniciei,5
inicio,91
iniciou,6
inigualavel,1
inimaginavel,1
inimigo,1
ininga,2
ininterruptamente,1
injustamente,2
injustica,6
injusticas,7
innovaccion,2
inocencia,2
inocoop,1
inor,17
inorrede,1
inorxodo,4
inova,1
inovacao,32
inovacoes,1
inovador,12
inovadora,6
inovadoras,16
inovadores,1
inovar,3
inovou,2
inquerito,4
insalubridade,1
inscreve,2
inscricoes,1
inscritos,3
insegura,1
inseguranca,7
inseguros,1
inseminacao,1
insensivel,3
insercao,5
inserida,2
inseridas,3
inserido,1
inserir,4
insetos,1
insiste,1
insistem,2
insistir,2
inspetor,2
inspira,18
inspiracao,13
inspiracoes,1
inspirador,6
inspiradora,3
inspiradores,3
inspiram,2
inspirando,3
inspirar,3
inspiraram,1
inspire,2
inspiro,1
inspirou,3
inss,1
insta,2
instagram,17
instagramaveis,1
instalacao,8
instalacoes,3
instalada,1
instaladas,1
instalado,3
instalamos,1
instalando,1
instalar,4
instalaremos,1
instalem,2
instalou,1
instante,3
instaurado,1
instiga,1
institucionais,4
institucional,6
instituicao,4
instituicoes,12
instituido,1
instituir,2
instituto,69
institutos,2
instrucoes,1
instrumento,6
instrumentos,1
insuficientes,1
insumos,2
intacto,1
integra,16
integracao,22
integrada,8
integradas,2
integrado,6
integrais,2
integral,39
integralas,2
integralmente,2
integram,3
integrandoo,1
integrante,3
integrantes,4
integrar,14
integras,1
integridade,5
integro,3
inteira,86
inteiramente,2
inteiras,1
inteirinho,1
inteiro,51
inteiros,1
intel,14
intelectual,1
inteligencia,27
inteligente,6
inteligentes,5
intencao,5
intencoes,4
intensa,6
intensifica,2
intensificado,1
intensificando,1
intensificar,5
intenso,5
intensos,3
interacao,5
interage,1
interagindo,5
interaja,1
interativa,4
interativas,1
intercalado,1
intercalam,1
intercambio,4
intercept,1
interessa,2
interessado,1
interessante,2
interessarem,1
interesse,14
interesses,7
interfere,3
interferencia,1
interferindo,2
interferir,4
interior,2
interiores,1
interligando,1
interligar,2
interliguem,1
intermedio,1
interminaveis,4
intermunicipal,1
internacao,1
internacionais,4
internacional,14
internacionalmente,1
internacoes,1
internadas,2
internautas,1
internet,16
interpi,1
interpretacao,3
interpretada,1
interprete,5
interrompemos,2
interromper,1
interrompeu,1
interrompidas,1
intersetorialidade,1
intervalo,2
intervalos,1
intervencao,3
intervencoes,5
intimidacoes,2
intimidade,1
intimidado,1
intimidam,1
intimidar,3
intolerancia,2
intrigas,1
intuito,4
inumeras,4
inumeros,3
inundacao,1
inusitados,3
invadindo,2
invadir,1
invadiu,2
invalidados,1
invasao,2
invejosos,2
inventadas,1
inventado,1
inventar,4
inventario,1
inventou,1
inverdades,4
inveridicas,1
inversamente,1
invertida,1
inves,9
investe,3
investem,1
investido,3
investidores,1
investidos,3
investiga,3
investigacao,15
investigacoes,8
investigacoesconfissoesbatom,1
investigada,2
investigado,2
investigados,1
investigar,1
investigue,1
investimento,20
investimentos,36
investimos,12
investindo,12
investir,43
investiremos,1
investiu,2
invisa,1
invisibilizadas,1
invisibilizados,1
invisibilizar,1
invisiveis,1
invisivel,1
ipac,1
ipase,2
ipe,1
ipem,1
ipes,1
ipespe,2
iphan,1
ipioca,1
ipiranga,1
ippi,1
ipsep,3
iptu,15
iputinga,10
ipva,3
ir,52
ira,23
iracema,4
irani,1
irao,10
irei,4
irem,2
iremos,53
iria,5
irma,19
irmao,19
irmaos,12
irmas,5
irmos,2
ironico,1
irreconhecivel,1
irregulares,1
irregularidade,2
irregularidades,3
irreparaveis,1
irreparavel,1
irresponsabilidade,3
irresponsaveis,1
irresponsavel,4
irrestrito,1
irreverencia,2
irreversiveis,4
isabel,6
isabela,1
isabella,1
isac,1
isencao,6
isencoes,1
isenseeirdeb,2
isentar,2
ismael,1
iso,1
isoladamente,1
iss,3
itacaranha,1
italo,1
itamar,5
itapetinga,3
itapua,1
itaqui,3
itaquibacanga,4
itarare,1
itcd,1
itens,1
itinerante,1
itinerarios,1
itororos,1
iv,1
ivilla,1
ivo,2
j,8
ja,1081
jaboatao,4
jabotiana,10
jabtiana,1
jaca,3
jacarecica,2
jacinta,4
jacintinho,13
jackson,2
jaco,2
jade,10
jadim,1
jaguaribe,7
jailson,1
jaime,8
jair,12
jaja,2
jamaica,1
jamais,18
jamildocom,2
jampa,3
janaina,2
janeiro,30
janela,2
janelas,2
jangadaco,1
jangadeiro,3
jangadeiros,1
jango,1
jangurussu,15
jangurussubarrosos,1
janine,4
janja,1
janta,1
jantar,2
jantei,1
japaozinho,9
japaozinhoool,1
jaque,1
jaqueira,1
jaragua,4
jardim,58
jardinagem,1
jardins,1
jargoes,1
jatiuca,2
jeans,187
jefferson,1
jeitao,3
jeitinho,4
jeito,76
jenipapo,1
jeova,1
jero,1
jeronimo,1
jerumenha,2
jesse,1
jesus,11
jhonata,2
jilmar,2
jingle,34
jingles,6
jiqui,1
jiquia,2
jismac,1
joalison,1
joana,3
joandira,1
joanna,34
joanny,1
joaquim,9
joga,6
jogada,2
jogado,2
jogam,3
jogando,6
jogar,13
jogo,55
jogos,5
jogou,1
jogue,1
john,1
jomar,1
jonas,23
joquei,1
jorge,8
jorn,1
jornada,55
jornais,1
jornal,33
jornalismo,5
jornalista,18
jornalistaradialista,3
jornalistas,3
jornalistico,2
josafa,5
jose,58
josefa,1
josi,1
josiene,1
josipio,1
josue,1
josy,3
jota,2
jovem,39
jovens,126
jp,3
jpb,1
juarez,2
juba,1
judiciais,1
judicial,2
judiciario,1
juiz,3
julho,8
julia,7
juliet,1
julinha,1
julio,4
juliojoao,1
juncao,1
jundiai,1
junior,29
junta,6
juntado,1
juntalas,1
juntam,3
juntamente,60
juntamos,1
juntando,2
juntar,10
juntaram,4
juntas,23
junte,1
juntese,12
juntinho,2
juntinhos,2
junto,217
juntos,1943
juntou,3
juracy,2
juridica,6
juridico,3
jurista,1
juristas,2
juro,1
juros,1
jurua,1
juruviara,1
jus,1
justa,209
justamente,3
justas,7
justica,123
justificando,1
justificar,2
justificarem,1
justificaria,1
justo,38
justos,2
juventude,158
juventudes,5
juvs,1
k,2
kabore,1
kaline,1
kamila,1
kanza,1
karaoke,2
karraras,1
katarina,1
katia,1
kayque,1
kennedy,4
keyla,2
kg,1
kicis,1
kit,5
kkkk,1
kkkkk,1
kkkkkk,1
kkkkkkk,1
kkkkkkkk,1
kkkkkkkkkk,1
kleyton,1
km,17
l,4
la,198
laboratorio,4
laboratorios,3
lacerda,1
laco,2
lacos,4
lacrar,2
ladeia,1
ladeira,4
lado,644
lados,6
lagamar,4
lages,1
lagoa,26
lagoas,9
lagunar,1
laje,1
lama,7
lamarao,16
lamego,2
lamenta,1
lamentar,1
lamentarem,1
lamentaveis,1
lamentavel,15
lamentavelmente,2
lamento,2
lamentou,1
lancado,3
lancamento,17
lancamentos,1
lancamos,6
lancar,2
lancaram,1
lancei,2
lanchao,1
lanche,2
lanches,1
lanchezinho,1
lanchonetes,1
lanchou,1
lancou,1
landim,1
lapada,9
lapadas,1
lar,11
lara,2
laranja,7
lares,4
largada,5
largar,3
largas,1
largo,9
largos,3
largue,1
larissa,7
lataria,1
lateral,1
laura,3
laureado,1
laureano,4
lauremilia,11
laurinha,6
lauro,4
lavagem,2
lavou,1
layout,1
lazer,78
lbi,1
leal,1
lealdade,1
leandro,1
leao,2
led,41
leda,3
leer,1
legado,18
legados,2
legal,7
legalizacao,1
legalizar,1
legenda,6
legislacao,3
legislacoes,1
legisladores,1
legislativa,6
legislativo,11
legislativos,2
legitima,2
legitimamente,1
legumes,1
lei,48
leia,3
leis,13
leite,8
leito,1
leitos,11
leitura,1
lela,1
lema,1
lembra,9
lembrada,2
lembradas,1
lembrado,2
lembram,4
lembramos,1
lembranca,3
lembrancas,3
lembrancinha,1
lembrando,7
lembrar,23
lembravam,1
lembre,1
lembrem,1
lembremse,3
lembrese,6
lembrete,3
lembro,4
lembrou,1
lemos,1
lenda,1
lendo,2
lenilza,1
leninha,6
lenta,1
lentas,1
leo,3
leoes,1
leondidas,1
leque,1
ler,1
lerem,1
lero,1
lese,1
leste,40
letais,2
leticia,1
letivo,1
letra,4
letras,1
letreiro,1
leu,1
leucemia,1
leva,6
levada,69
levadas,2
levado,4
levam,6
levamos,19
levando,73
levanta,1
levantada,2
levantados,1
levantam,2
levantamento,11
levantamentos,2
levantar,8
levante,1
levanto,1
levantou,1
levar,129
levara,1
levaram,4
levarei,1
levarem,1
levaremos,1
levarmos,4
leve,11
levei,2
levi,3
leviano,1
levo,2
levou,9
lf,5
lgbt,5
lgbti,1
lgbtqiapn,10
li,1
lia,2
libano,1
liberacao,4
liberada,4
liberado,5
liberal,42
liberamos,1
liberar,5
liberdade,46
liberdades,1
libertacao,2
libertar,8
libertara,3
liborio,1
libras,8
licao,2
licenca,3
licenciado,1
licenciamento,2
licitacao,9
licitado,2
licoes,1
lida,1
lidar,1
lide,1
lider,32
lidera,7
liderada,2
liderado,1
lideram,4
lideramos,4
lideranca,44
liderancas,29
liderando,9
liderar,7
lideres,15
liderou,1
lidiane,1
liga,47
ligacao,12
ligacoes,1
ligada,2
ligadas,3
ligado,19
ligados,8
ligai,1
ligamos,1
ligando,3
ligar,5
ligara,3
ligeirinho,2
ligeiro,1
ligue,11
liguem,4
likes,2
lili,1
lima,17
liminar,1
limitacao,1
limitacoes,1
limitada,1
limite,5
limites,12
limpa,51
limpas,20
limpeza,10
limpinha,1
limpo,11
limpos,1
lina,2
linda,180
lindalva,1
lindamente,2
lindas,4
lindberg,1
lindbergh,2
lindenberg,1
lindezas,1
lindo,107
lindos,2
lindu,1
linear,9
lingua,7
linguas,2
linha,17
linhas,39
link,56
links,2
lins,3
lions,1
liquidacao,1
lisboa,5
lisinho,1
lisonjeada,1
lista,4
listamos,1
listando,1
listrada,1
literalmente,3
litoral,1
litoranea,3
live,6
lives,1
livio,3
livrar,4
livre,36
livrem,1
livres,8
livro,6
livros,2
lixo,49
lo,1
loa,2
loado,1
lobao,6
lobo,6
locacao,1
locacional,1
locais,30
local,122
localidade,1
localidades,2
localizados,1
locomocao,6
locomover,3
locutor,1
logger,1
logica,1
logistica,1
logo,66
logomarca,1
logoooo,1
loja,2
lojas,3
lojinhas,1
lojistas,4
longa,12
longas,2
longe,14
longo,69
longos,1
look,8
lookinho,3
lopes,6
loreto,1
lotacao,3
lotado,4
lotados,3
lotar,1
lotaram,1
loteamento,1
lotes,1
lotou,3
loucura,1
lourdes,15
lourival,5
louvor,1
lu,1
lua,3
luana,1
lucas,6
lucca,2
lucia,1
luciana,1
lucicleide,1
lucido,1
luciene,2
lucra,1
lucratividade,1
lucrativos,2
lucy,9
ludeni,3
ludibriar,1
ludicos,1
ludovicense,1
ludovicenses,1
lugar,110
lugares,7
lugarzinho,1
luh,9
luisa,3
luiza,11
luizefabiano,1
luizianne,3
luizinho,1
lula,170
lulu,1
luminoso,1
luna,3
lusitanos,1
lustosa,2
luta,213
lutado,1
lutam,7
lutamos,4
lutando,34
lutar,49
lutaram,2
lutarei,1
lutarem,1
lutaremos,2
lutarmos,2
lutas,15
lutei,5
luto,11
lutos,1
lutou,3
luxo,2
luz,18
luzes,5
luzia,6
m,9
ma,11
maca,1
macaxeira,2
macedo,3
maceioense,8
maceioenses,12
machismo,6
machista,1
machuca,1
machucam,1
maciel,2
mackenzie,1
macrodrenagem,4
madalena,1
madeira,1
madre,7
madrugada,7
madrugadas,1
mae,43
maes,80
maescoragem,1
maezinha,1
mafe,1
mafia,2
mafrense,5
mafua,3
magalhaes,9
magazine,1
magica,4
magister,1
magisterio,4
magistrado,1
magnifica,2
mago,1
maguila,1
maia,2
maina,1
mainha,1
maio,1
maior,169
maioral,2
maiores,31
maioria,8
maiorias,1
maira,1
maisa,1
maison,7
maite,1
major,1
maker,1
mal,28
malafaia,1
maldade,2
maldita,1
maldosamente,1
maleficios,1
malha,2
malintencionadas,1
maltratada,1
maltratado,1
maltratar,1
maltrato,1
maluco,1
maluquice,1
maluzinha,2
mama,9
mamae,1
mamaes,4
mamaria,1
mamiferos,1
mamografia,1
manaira,7
manchando,2
manchar,5
manchete,1
manchetes,1
manda,12
mandacaru,2
mandam,1
mandamos,1
mandando,1
mandar,10
mandaram,3
mandare,3
mandato,28
mandatos,4
mande,3
mandou,7
mandu,1
mane,2
maneira,33
maneiras,1
manga,11
mangabeira,21
mangabeiras,7
mangas,4
mangue,6
mangueiras,1
manguezal,1
manha,70
manhas,5
manhattan,1
mania,1
manifesta,1
manifestacao,3
manifestacoes,11
manifestamos,1
maninho,1
manipulacao,3
manipular,4
manoel,8
manteiga,1
mantem,3
mantendo,7
mantenha,1
mantenham,1
manter,29
manteremos,1
mantermos,1
manterse,1
manteve,3
mantida,1
mantidas,2
mantido,3
mantivemos,1
manuel,1
manutencao,12
mao,48
maos,138
mapa,3
mapas,1
mapeadas,1
mapear,1
maquete,1
maquiado,1
maquiagem,8
maquiagens,1
maquiar,3
maquina,3
maquinas,2
maquinista,2
mar,21
maracaju,2
maracanau,2
maranata,1
maranguape,1
maranhao,10
maraponga,3
maratona,3
maratonar,5
maratonas,1
maravilha,2
maravilhosa,12
maravilhosas,2
maravilhoso,17
marback,1
marca,38
marcacao,5
marcacoes,2
marcada,29
marcadas,1
marcado,44
marcados,3
marcal,2
marcam,1
marcamos,4
marcando,3
marcante,5
marcar,11
marcara,1
marcaram,3
marcas,3
marcel,2
marcelapithoncarvalho,1
marcelina,1
marcha,2
marcia,4
marciais,1
marcio,10
marco,32
marcolino,3
marcos,5
marcou,10
mare,3
marechais,1
marechal,6
mares,19
margareth,3
margarida,1
margem,76
margens,4
maria,104
marias,2
marido,2
maridoooo,1
marilia,1
marina,9
marinas,1
marinho,6
mario,4
maris,1
marisa,2
marisqueira,1
maritima,1
marivan,6
marketing,4
marlene,3
marmoraria,1
marque,21
marques,268
marqueteiro,1
marquim,1
marquinho,1
marrion,12
marrom,8
martin,2
martins,2
maruim,4
mary,4
mascara,4
mascarenhas,2
mascote,2
massa,79
mastectomizadas,1
master,6
mata,9
matadouro,3
matar,1
mataram,1
matei,1
matematica,3
materia,8
materiais,7
material,24
materialidade,2
materializa,1
materializacao,1
materializada,2
materializado,1
materializar,3
materias,1
materna,2
maternas,1
maternidade,47
maternidades,6
materno,4
maternoinfantil,1
mateus,5
matheus,1
matinal,1
matinha,1
mato,3
matos,1
matou,1
matriarca,1
matriculados,2
matriculas,1
matriz,1
maturidade,3
mau,2
maurilio,1
mauro,1
maustratos,2
maxima,7
maximo,7
maxxi,1
maynard,2
mayor,1
mayra,2
maysa,1
mazelas,1
mbl,1
mcs,1
mcz,1
mdb,238
mdbpsdpdtpsbpodedcagirsolidariedadefederacao,1
mec,2
mecanismo,1
medalha,5
medalhas,3
medalhistas,1
mede,1
medeiros,2
media,4
mediacao,1
mediado,2
medica,12
medicacao,1
medicamento,2
medicamentos,14
medicas,3
medici,2
medicina,7
medico,33
medicos,31
medida,14
medidas,10
medindo,1
medio,6
mediocridade,1
medirei,1
medo,42
mega,24
megalomanias,2
meia,14
meiapassagem,1
meio,113
meiodia,3
meios,3
meire,5
melao,2
melchionna,1
melhor,904
melhora,8
melhorado,1
melhoram,5
melhoramos,1
melhorando,19
melhorar,158
melhoraram,2
melhorarmos,1
melhore,1
melhorem,3
melhores,109
melhoria,17
melhorias,50
melhorou,7
mellitus,1
melo,2
melos,1
membro,1
membros,5
meme,4
memes,7
memorare,2
memoraveis,1
memoravel,1
memoria,20
memorian,1
memorias,4
mencionada,1
mencionamos,1
mencionar,2
mencoes,5
mendonca,1
menezes,5
menina,5
meninas,3
menino,12
meninos,1
menor,7
menores,1
menorzinho,1
menos,81
menosprezo,1
mensagem,69
mensagens,10
mensais,1
mensal,1
menstrual,1
mental,18
mente,15
mentem,4
mentimos,2
mentindo,3
mentir,14
mentira,16
mentiras,42
mentirosa,2
mentirosas,2
mentirosos,1
mentiu,2
mera,1
mercadinho,1
mercadinhos,1
mercado,92
mercados,19
mercantilizacao,1
merece,307
merecem,76
merecemos,14
merecia,1
merecida,2
mereco,1
merenda,7
merendas,1
merendeiras,1
mergulho,1
merito,5
meritos,1
merlong,1
mermao,1
meros,2
mes,25
mesa,6
mesas,3
meses,20
mesma,24
mesmas,3
mesmice,9
mesmos,18
mesquita,1
messejana,6
messias,3
mestrado,1
mestres,2
mesversario,1
meta,7
metade,7
metas,6
metem,1
meter,1
meteu,1
metodo,1
metodologia,1
metro,7
metropolitana,2
metropolitano,2
metros,1
mexe,3
mexendo,2
mexer,2
mexeu,1
mexida,1
micangas,1
micarla,1
michael,1
michel,1
michele,3
michelle,13
micro,3
microbacia,1
microcredito,2
microempreendedores,3
microempresarios,1
microempresarioscomerciantes,1
microfone,3
microonibus,6
midia,5
migs,1
miguel,7
mil,121
milagre,1
milagros,1
milhao,10
milhares,67
milho,2
milhoes,64
milionaria,1
milionarias,2
militado,1
militancia,20
militante,3
militantes,3
militar,8
militares,1
milklei,3
mim,53
mimo,1
mimos,6
min,4
mineral,3
mini,40
minibosques,1
minicarreata,19
minicarreatas,1
minicarreatasseja,1
minieleitor,1
minima,2
minimizar,2
minimo,2
minis,1
ministerio,20
ministra,20
ministro,84
ministros,1
miniterminal,1
minorias,2
minuciosamente,1
minuta,1
minuto,4
minutos,4
mira,216
mirabolantes,1
miracema,1
miranda,1
mirante,11
mirassol,3
mirins,2
mirtes,2
mis,2
misericordia,3
misogina,1
misoginas,1
misoginia,3
misogino,2
misoginos,1
missa,9
missao,92
missas,3
missionarias,1
missionarios,1
misterioso,1
misticos,1
misto,3
mistura,1
misturados,1
mitidieri,1
mitigar,1
mito,12
mitomania,1
mix,2
mixuruca,1
mkt,1
moana,1
mob,1
mobilidade,105
mobiliza,3
mobilizacao,9
mobilizada,1
mobilizadora,1
mobilizados,3
mobilizamos,1
mobilizar,4
moca,5
mocambinho,15
mocas,1
mochel,1
mochila,2
moco,27
moda,3
modais,5
modal,2
modalidades,4
modelo,18
moderna,13
modernas,2
modernidade,4
modernizacao,14
modernizadas,3
modernizado,2
modernizamos,2
modernizando,1
modernizar,9
modernizou,3
moderno,8
modernos,3
modificando,1
modo,6
moedas,1
moema,4
moendo,2
moer,2
mofio,1
moi,1
moido,4
moises,1
moldando,1
moldarao,1
moldura,2
mole,10
molejo,2
moleza,1
molho,3
momento,228
momentos,56
mondubim,9
monitorada,1
monitorado,1
monitoramento,9
monitorando,1
monitorar,3
monitores,1
monsenhor,4
montada,4
montado,1
montados,1
montagem,6
montagens,4
montamos,1
montando,2
montante,2
montao,9
monte,19
monteiro,10
montes,1
montese,2
monumento,1
monumentos,1
moods,1
mora,17
morada,11
moradia,35
moradias,19
morador,6
moradora,7
moradoras,1
moradores,68
moraes,5
morais,2
moral,5
moralidade,2
moram,3
morar,9
morarem,1
moravam,1
moreas,1
morei,3
moreira,5
mores,1
morno,3
moro,2
morre,1
morrem,1
morrendo,1
morrer,1
morreu,2
morri,2
morro,22
morros,8
mortadela,1
mortais,1
mortalidade,2
morte,10
mortes,4
mortos,2
mosqueiro,1
mossoro,1
mostra,428
mostrada,2
mostradas,4
mostrado,10
mostrados,1
mostram,41
mostramos,24
mostrando,103
mostrar,160
mostrara,1
mostraram,12
mostrarao,1
mostrarmos,3
mostrava,1
mostre,11
mostrei,6
mostro,2
mostrou,101
mota,5
motim,1
motion,5
motiva,16
motivacao,7
motivacoes,1
motivado,2
motivadora,1
motivados,2
motivam,4
motivar,1
motivava,1
motivo,6
motivos,26
moto,17
motoboys,8
motociata,1
motociclistas,12
motofretistas,2
motoqueiros,1
motora,1
motores,2
motorista,8
motoristas,16
motos,11
mototaxis,2
moura,16
mourao,3
